"Provider.ID","Hospital.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","lon","lat","geoAddress"
60012,"CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","1008 MINNEQUA AVE","PUEBLO","CO",81004,"PUEBLO",7195574000,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","4","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1008 MINNEQUA AVE
PUEBLO, CO
(38.233216, -104.622265)",-104.6234102,38.2340346,"1008 minnequa ave, pueblo, co 81004, usa"
100327,"LANDMARK HOSPITAL OF SOUTHWEST FLORIDA","1285 CREEKSIDE BLVD E","NAPLES","FL",34108,"COLLIER",2394788398,"Acute Care Hospitals","Proprietary","false","","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","1285 CREEKSIDE BLVD E
NAPLES, FL
(26.269367, -81.788826)",-81.7886044,26.2700764,"1285 creekside blvd, naples, fl 34109, usa"
100057,"FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","TAVARES","FL",32778,"LAKE",3522533300,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","3","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Above the national average","","1000 WATERMAN WAY
TAVARES, FL
(28.822351, -81.71021)",-81.714703,28.823794,"1000 waterman way, tavares, fl 32778, usa"
100254,"CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","TALLAHASSEE","FL",32308,"LEON",8506565000,"Acute Care Hospitals","Proprietary","true","true","2","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL
(30.475376, -84.230728)",-84.2318819,30.4759766,"2626 capital medical blvd, tallahassee, fl 32308, usa"
110034,"AU MEDICAL CENTER","1120 15TH STREET","AUGUSTA","GA",30912,"RICHMOND",7067216569,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","1","","Same as the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","1120 15TH STREET
AUGUSTA, GA
(33.471029, -81.991453)",-81.9899149,33.4706236,"1120 15th st, augusta, ga 30912, usa"
100252,"RAULERSON HOSPITAL","1796 HWY 441 NORTH","OKEECHOBEE","FL",34972,"OKEECHOBEE",8637632151,"Acute Care Hospitals","Proprietary","true","true","3","","Above the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","1796 HWY 441 NORTH
OKEECHOBEE, FL
(27.207002, -80.809229)",-80.8298292,27.2439348,"us-441, united states"
110032,"STEPHENS COUNTY HOSPITAL","163 HOSPITAL DRIVE","TOCCOA","GA",30577,"STEPHENS",7062824250,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","163 HOSPITAL DRIVE
TOCCOA, GA
(34.59302, -83.347172)",-83.3489281,34.5937302,"163 hospital dr, toccoa, ga 30577, usa"
90008,"UNITED MEDICAL CENTER","1310 SOUTHERN AVENUE  SE","WASHINGTON","DC",20032,"DISTRICT OF COLUMBIA",2025746611,"Acute Care Hospitals","Proprietary","true","true","1","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","1310 SOUTHERN AVENUE SE
WASHINGTON, DC
(38.834155, -76.984698)",-76.9849936,38.8359393,"1310 southern ave se, washington, dc 20032, usa"
100269,"PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","LOXAHATCHEE","FL",33470,"PALM BEACH",5617534245,"Acute Care Hospitals","Proprietary","true","true","2","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","13001 SOUTHERN BLVD
LOXAHATCHEE, FL
(26.681928, -80.251439)",-80.2520355,26.6842194,"13001 southern blvd, loxahatchee, fl 33470, usa"
60118,"ST ANTHONY SUMMIT MEDICAL CENTER","340 PEAK ONE DRIVE","FRISCO","CO",80443,"SUMMIT",9706683300,"Acute Care Hospitals","Voluntary non-profit - Church","false","true","4","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","340 PEAK ONE DRIVE
FRISCO, CO
(39.569988, -106.078259)",-106.0774724,39.5694495,"340 peak one dr, breckenridge, co 80424, usa"
103301,"NICKLAUS CHILDREN'S HOSPITAL","3100 SW 62ND AVE","MIAMI","FL",33155,"MIAMI-DADE",3056666511,"Childrens","Voluntary non-profit - Private","true","true","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","3100 SW 62ND AVE
MIAMI, FL
(25.742655, -80.295152)",-80.294454,25.7414133,"3100 sw 62nd ave, miami, fl 33155, usa"
100260,"ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","PORT SAINT LUCIE","FL",34952,"SAINT LUCIE",7723354000,"Acute Care Hospitals","Proprietary","true","true","2","","Below the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","1800 SE TIFFANY AVE
PORT SAINT LUCIE, FL
(27.288027, -80.29591)",-80.294063,27.2885332,"1800 se tiffany ave, port st lucie, fl 34952, usa"
100187,"PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","HIALEAH","FL",33016,"MIAMI-DADE",3058235000,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Not Available","Results are not available for this reporting period","2001 W 68TH ST
HIALEAH, FL
(25.884168, -80.324568)",-80.3285197,25.8847647,"2001 w 68th st, hialeah, fl 33016, usa"
103300,"ALL CHILDREN'S HOSPITAL, INC","501 SIXTH AVENUE SOUTH","SAINT PETERSBURG","FL",33701,"PINELLAS",8138987451,"Childrens","Voluntary non-profit - Other","true","true","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","501 SIXTH AVENUE SOUTH
SAINT PETERSBURG, FL
(27.764249, -82.641012)",-82.6405552,27.7644486,"501 6th ave s, st. petersburg, fl 33701, usa"
110045,"NORTHEAST GEORGIA MEDICAL CENTER BARROW","316 NORTH BROAD STREET","WINDER","GA",30680,"BARROW",7708488611,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","316 NORTH BROAD STREET
WINDER, GA
(34.007701, -83.706706)",-83.7077061,34.0080411,"316 n broad st, winder, ga 30680, usa"
